dialogue time.chunk time rule.reps word.reps letter.reps rule.total word.total letter.total score
q4nc3 810 810.0433 1105 633 1429 1285 1285 4534 75
q4nc3 820 820.9097 1119 642 1450 1305 1305 4606 75
q4nc3 830 831.6392 1133 649 1459 1320 1320 4649 75
q4nc3 840 841.1303 1144 657 1476 1332 1332 4684 75
q4nc3 850 853.6449 1178 668 1506 1368 1368 4829 75
q4nc3 860 860.7334 1199 683 1548 1392 1392 4921 75
q4nc3 870 870.3002 1245 705 1588 1440 1440 5077 75
q4nc3 -1 879.5492 1261 713 1596 1459 1459 5135 75
q4nc4 10 10.5619 34 22 52 66 66 215 45
q4nc4 20 20.0472 70 33 114 118 118 510 45
q4nc4 30 30.4206 111 53 177 164 164 705 45
q4nc4 40 40.998 144 66 217 206 206 868 45
q4nc4 50 50.0033 189 91 249 265 265 1080 45
q4nc4 60 60.5472 223 106 281 305 305 1231 45
q4nc4 70 70.385 282 145 352 372 372 1430 45
q4nc4 80 80.41 333 174 404 432 432 1588 45
q4nc4 90 90.1091 386 207 495 491 491 1798 45
q4nc4 100 100.047 434 228 538 544 544 1977 45
q4nc4 110 110.0583 473 251 582 587 587 2121 45
q4nc4 120 120.1339 517 270 628 637 637 2307 45
q4nc4 130 130.8961 549 286 684 674 674 2483 45
q4nc4 140 140.2092 583 299 731 710 710 2654 45
q4nc4 150 150.1222 608 318 784 740 740 2753 45
q4nc4 160 160.9263 657 343 838 790 790 2915 45
q4nc4 170 170.1723 700 371 900 835 835 3084 45
q4nc4 180 181.6178 742 394 965 880 880 3260 45
q4nc4 190 192.0225 785 416 999 926 926 3403 45
q4nc4 200 200.1631 825 440 1066 969 969 3554 45
q4nc4 210 210.4637 870 470 1165 1021 1021 3815 45
q4nc4 220 220.1677 888 481 1192 1042 1042 3879 45
q4nc4 230 230.1152 930 502 1240 1087 1087 4011 45
q4nc4 240 240.0498 952 516 1276 1112 1112 4108 45
q4nc4 250 250.4707 991 535 1308 1153 1153 4222 45
q4nc4 260 260.7297 1046 565 1368 1210 1210 4388 45
q4nc4 270 270.1839 1097 598 1441 1262 1262 4553 45
q4nc4 280 280.0405 1122 612 1470 1287 1287 4636 45
q4nc4 290 290.0683 1177 645 1578 1346 1346 4985 45
q4nc4 300 300.1909 1194 658 1609 1365 1365 5032 45
q4nc4 310 310.0359 1228 673 1631 1401 1401 5207 45
q4nc4 320 320.0521 1274 697 1676 1448 1448 5329 45
q4nc4 330 330.0295 1321 726 1740 1497 1497 5505 45
q4nc4 340 340.1975 1370 754 1811 1547 1547 5673 45
q4nc4 350 350.0775 1413 773 1888 1592 1592 5981 45
q4nc4 360 360.6303 1457 800 1955 1639 1639 6142 45
q4nc4 370 370.4053 1506 834 2050 1691 1691 6324 45
q4nc4 380 380.0894 1543 855 2109 1728 1728 6480 45
q4nc4 390 390.1415 1595 879 2163 1785 1785 6665 45
q4nc4 400 400.8377 1633 901 2203 1825 1825 6771 45
q4nc4 410 410.2203 1659 909 2213 1851 1851 6873 45
q4nc4 420 420.1618 1708 943 2296 1905 1905 7062 45
q4nc4 430 431.5673 1741 961 2328 1940 1940 7159 45
q4nc4 440 441.0215 1775 976 2370 1975 1975 7299 45
q4nc4 450 450.391 1809 993 2401 2009 2009 7410 45
q4nc4 460 460.1649 1855 1020 2461 2055 2055 7611 45
q4nc4 470 470.4518 1883 1035 2490 2084 2084 7712 45
q4nc4 480 480.4074 1936 1061 2552 2138 2138 7926 45
q4nc4 490 490.059 1994 1095 2626 2200 2200 8107 45
q4nc4 500 500.1712 2046 1125 2700 2252 2252 8286 45
q4nc4 510 510.5253 2080 1142 2739 2287 2287 8405 45
q4nc4 520 520.6249 2109 1156 2767 2316 2316 8519 45
q4nc4 530 530.0141 2156 1184 2810 2364 2364 8621 45
q4nc4 540 540.5378 2215 1224 2906 2426 2426 8848 45
q4nc4 550 550.0748 2255 1241 2936 2467 2467 9028 45
q4nc4 560 560.2966 2317 1281 3031 2532 2532 9250 45
q4nc4 570 570.6166 2349 1301 3085 2564 2564 9402 45
q4nc4 580 580.5958 2411 1333 3183 2628 2628 9701 45
q4nc4 590 591.2451 2439 1350 3211 2656 2656 9770 45
q4nc4 600 600.4751 2479 1375 3261 2698 2698 9882 45
q4nc4 -1 605.3615 2511 1393 3292 2731 2731 9977 45
q4nc5 10 26.9614 0 0 0 1 1 3 21
q4nc5 20 42.3753 0 0 0 2 2 6 21
q4nc5 30 67.6479 0 0 0 3 3 8 21
q4nc5 40 68.1017 0 0 0 4 4 12 21
q4nc5 50 83.1067 0 0 0 5 5 15 21
q4nc5 60 84.7976 0 0 0 6 6 16 21
q4nc5 70 141.8168 1 0 0 7 7 25 21
q4nc5 80 147.1924 1 0 0 8 8 29 21
q4nc5 90 158.6319 1 0 0 9 9 32 21
q4nc5 100 168.1099 1 0 0 10 10 36 21
q4nc5 110 174.2702 2 0 0 11 11 38 21
q4nc5 120 175.3066 2 0 0 12 12 44 21
q4nc5 130 185.9815 3 0 0 13 13 48 21
q4nc5 140 193.4532 3 0 0 14 14 50 21
q4nc5 150 203.3884 3 0 0 15 15 54 21
q4nc5 160 205.777 4 0 0 16 16 64 21
q4nc5 170 219.3068 4 0 0 17 17 66 21
q4nc5 180 226.437 5 0 0 18 18 68 21
q4nc5 190 241.6547 5 0 0 19 19 72 21
q4nc5 200 266.8151 5 0 0 20 20 79 21
q4nc5 210 299.9102 5 0 0 21 21 81 21
q4nc5 220 319.7434 5 0 0 22 22 82 21
q4nc5 230 351.9255 5 0 0 23 23 84 21
q4nc5 240 360.7969 6 0 0 24 24 86 21
q4nc5 250 402.2555 6 0 0 25 25 87 21
q4nc5 260 414.5446 6 0 0 26 26 90 21
q4nc5 270 416.3811 7 0 0 27 27 93 21
q4nc5 280 437.5531 7 0 0 28 28 100 21
q4nc5 290 449.468 8 0 0 29 29 106 21
q4nc5 300 456.6721 8 0 0 30 30 108 21
q4nc5 310 468.966 8 0 0 31 31 117 21
q4nc5 320 472.0641 9 0 0 32 32 123 21
q4nc5 330 482.9139 10 0 0 33 33 126 21
q4nc5 340 485.7477 10 0 0 34 34 134 21
q4nc5 350 489.9298 10 0 0 35 35 136 21
q4nc5 360 504.6077 11 0 0 36 36 138 21
q4nc5 370 506.6625 12 0 0 37 37 140 21
q4nc5 380 508.4169 12 0 0 38 38 145 21
q4nc5 390 549.7179 13 0 0 39 39 153 21
q4nc5 400 551.5164 13 0 0 40 40 156 21
q4nc5 410 568.1559 13 0 0 41 41 158 21
q4nc5 420 579.1523 13 0 0 42 42 159 21
q4nc5 430 592.1186 13 0 0 43 43 162 21
q4nc5 440 593.9176 13 0 0 44 44 165 21
q4nc5 450 605.0441 13 0 0 45 45 166 21
q4nc5 460 615.2988 13 0 0 46 46 171 21
q4nc5 470 623.1055 14 0 0 47 47 179 21
q4nc5 -1 623.1055 14 0 0 47 47 179 21
q4nc6 10 10.4405 0 0 0 4 4 35 37
q4nc6 20 22.4892 2 0 0 7 7 39 37
q4nc6 30 32.2134 5 2 2 17 17 63 37
q4nc6 40 43.0028 5 2 2 20 20 73 37
q4nc6 50 50.2371 9 3 5 34 34 110 37
q4nc6 60 60.69 23 7 12 59 59 176 37
q4nc6 70 72.6697 28 11 19 67 67 197 37
q4nc6 80 81.0787 32 15 31 80 80 249 37
q4nc6 90 99.035 53 27 59 107 107 324 37
q4nc6 100 100.7 59 30 62 113 113 336 37
q4nc6 110 110.145 77 39 88 136 136 425 37
q4nc6 120 121.0904 80 41 90 139 139 428 37
q4nc6 130 130.6622 82 43 92 141 141 430 37
q4nc6 140 145.6523 85 46 95 145 145 439 37
q4nc6 150 152.2893 90 47 96 150 150 492 37
q4nc6 160 160.3022 111 53 106 176 176 754 37
q4nc6 170 170.01 142 63 139 216 216 961 37
q4nc6 180 181.9586 148 64 140 224 224 1002 37
q4nc6 190 190.5572 170 76 167 253 253 1122 37
q4nc6 200 200.978 198 88 202 286 286 1243 37
q4nc6 210 211.2652 216 102 223 309 309 1292 37
q4nc6 220 223.1071 218 103 224 311 311 1300 37
q4nc6 230 231.8702 234 107 230 330 330 1373 37
q4nc6 240 240.1971 247 117 250 346 346 1415 37
q4nc6 250 250.4438 250 120 253 350 350 1421 37
q4nc6 260 260.9926 251 121 254 351 351 1422 37
q4nc6 270 270.0898 262 126 266 363 363 1489 37
q4nc6 280 280.6893 289 140 295 394 394 1616 37
q4nc6 290 293.2512 302 147 307 409 409 1668 37
q4nc6 300 300.1461 320 159 333 429 429 1730 37
q4nc6 310 311.3586 340 171 370 453 453 1825 37
q4nc6 320 322.1017 346 176 375 461 461 1837 37
q4nc6 330 330.4438 364 187 417 480 480 1967 37
q4nc6 340 341.5292 371 192 422 489 489 1991 37
q4nc6 350 351.1571 386 198 429 507 507 2045 37
q4nc6 360 360.5963 410 212 478 533 533 2162 37
q4nc6 370 370.8565 428 224 507 553 553 2229 37
q4nc6 380 380.1994 441 231 515 568 568 2264 37
q4nc6 390 394.1651 449 238 522 576 576 2272 37
q4nc6 400 400.2323 453 240 525 581 581 2287 37
q4nc6 410 411.311 470 254 546 600 600 2318 37
q4nc6 420 421.9779 489 263 575 623 623 2401 37
q4nc6 430 430.3377 493 267 580 627 627 2406 37
q4nc6 440 445.6226 495 269 582 630 630 2410 37
q4nc6 450 453.3466 503 274 591 638 638 2428 37
q4nc6 460 464.0185 507 276 594 642 642 2437 37
q4nc6 470 470.0363 514 281 607 649 649 2459 37
q4nc6 480 480.0841 517 282 608 652 652 2470 37
q4nc6 490 496.7672 535 289 621 676 676 2579 37
q4nc6 500 503.2741 543 293 632 685 685 2605 37
q4nc6 510 510.5472 570 307 655 713 713 2668 37
q4nc6 520 524.11 611 332 702 755 755 2779 37
q4nc6 530 532.9342 612 333 703 756 756 2780 37
q4nc6 540 544.5279 630 342 720 774 774 2845 37
q4nc6 550 550.1036 638 346 725 782 782 2865 37
q4nc6 -1 553.0046 641 348 728 785 785 2870 37
q4nc7 10 11.3093 16 6 28 34 34 140 28
q4nc7 20 20.0576 40 29 69 72 72 216 28
q4nc7 30 30.1958 70 40 131 107 107 381 28
q4nc7 40 40.0806 94 55 195 143 143 569 28
q4nc7 50 50.0344 113 63 218 167 167 640 28
q4nc7 60 60.1052 141 80 259 199 199 748 28
q4nc7 70 71.3438 166 95 283 229 229 817 28
q4nc7 80 80.4364 194 113 331 261 261 950 28
q4nc7 90 90.4806 221 126 369 291 291 1062 28
q4nc7 100 100.0895 274 150 434 351 351 1285 28
q4nc7 110 110.0491 290 159 460 370 370 1373 28
q4nc7 120 120.115 314 174 498 397 397 1471 28
q4nc7 130 130.3771 341 191 542 428 428 1627 28
q4nc7 140 140.6785 382 220 622 471 471 1779 28
q4nc7 150 150.1372 407 236 652 500 500 1870 28
q4nc7 160 160.4435 448 259 703 541 541 2006 28
q4nc7 170 170.0607 489 280 755 588 588 2182 28
q4nc7 180 180.0376 528 307 824 627 627 2312 28
q4nc7 190 190.8243 544 318 843 646 646 2358 28
q4nc7 200 200.1379 576 336 886 679 679 2473 28
q4nc7 210 210.1593 610 358 954 716 716 2617 28
q4nc7 220 220.6391 638 375 988 750 750 2725 28
q4nc7 230 230.1364 670 395 1023 782 782 2804 28
q4nc7 240 240.1878 691 409 1061 807 807 2886 28
q4nc7 250 250.0391 729 431 1149 851 851 3143 28
q4nc7 260 260.1219 760 445 1182 886 886 3260 28
q4nc7 270 270.4724 804 478 1247 932 932 3393 28
q4nc7 280 281.3373 857 501 1288 987 987 3644 28
q4nc7 290 290.6595 900 524 1339 1034 1034 3815 28
q4nc7 300 300.1558 921 534 1358 1056 1056 3920 28
q4nc7 310 310.8891 946 545 1371 1082 1082 4011 28
q4nc7 320 320.0644 987 569 1441 1123 1123 4175 28
q4nc7 330 330.1802 1031 590 1494 1168 1168 4350 28
q4nc7 340 340.025 1083 624 1553 1224 1224 4505 28
q4nc7 350 350.282 1116 645 1611 1258 1258 4629 28
q4nc7 360 360.0762 1153 658 1633 1296 1296 4741 28
q4nc7 370 370.2622 1204 689 1736 1348 1348 4978 28
q4nc7 380 381.2566 1250 721 1792 1401 1401 5114 28
q4nc7 390 390.1793 1293 753 1874 1445 1445 5256 28
q4nc7 400 400.064 1326 768 1899 1480 1480 5366 28
q4nc7 410 410.5861 1361 791 1945 1518 1518 5505 28
q4nc7 420 420.0228 1391 803 1964 1549 1549 5631 28
q4nc7 430 430.0294 1425 828 2029 1583 1583 5740 28
q4nc7 440 440.9715 1465 854 2107 1625 1625 5936 28
q4nc7 450 450.1027 1519 887 2195 1683 1683 6157 28
q4nc7 460 461.3577 1543 899 2212 1708 1708 6207 28
q4nc7 470 470.3013 1576 916 2245 1742 1742 6315 28
q4nc7 480 480.3695 1612 938 2302 1779 1779 6447 28
q4nc7 490 490.0714 1652 966 2362 1823 1823 6573 28
q4nc7 500 501.0557 1688 987 2426 1862 1862 6763 28
q4nc7 510 510.5486 1718 1005 2472 1893 1893 6873 28
q4nc7 520 520.1912 1765 1032 2525 1943 1943 7060 28
q4nc7 530 530.9982 1810 1063 2612 1989 1989 7205 28
q4nc7 540 540.4424 1838 1078 2636 2018 2018 7282 28
q4nc7 550 550.9426 1871 1096 2674 2051 2051 7385 28
q4nc7 560 560.2596 1896 1112 2702 2077 2077 7444 28
q4nc7 570 570.464 1927 1131 2745 2108 2108 7537 28
q4nc7 580 580.0632 1951 1145 2784 2133 2133 7629 28
q4nc7 -1 587.1444 1981 1167 2816 2164 2164 7695 28
q4nc8 10 15.9009 8 11 28 30 30 86 20
q4nc8 20 20.9624 11 16 34 37 37 94 20
q4nc8 30 30.0948 33 29 57 68 68 177 20
q4nc8 40 40.1861 60 54 99 107 107 258 20
q4nc8 50 50.3973 81 67 135 134 134 368 20
q4nc8 60 60.0362 103 79 173 162 162 476 20
q4nc8 70 70.0199 134 94 207 200 200 589 20
q4nc8 80 80.0167 171 116 264 248 248 742 20
q4nc8 90 90.8346 199 132 304 281 281 841 20
q4nc8 100 100.5135 243 148 340 335 335 1027 20
q4nc8 110 110.1896 266 159 360 362 362 1093 20
q4nc8 120 120.0021 284 167 381 381 381 1154 20
q4nc8 130 130.0715 313 181 417 417 417 1264 20
q4nc8 140 140.0134 344 190 436 451 451 1370 20
q4nc8 150 150.2075 383 207 466 497 497 1539 20
q4nc8 160 160.6633 426 228 540 544 544 1762 20
q4nc8 170 170.5387 465 250 600 588 588 1926 20
q4nc8 180 181.9566 492 270 631 621 621 1992 20
q4nc8 190 190.0916 532 294 672 664 664 2096 20
q4nc8 200 200.2345 555 305 703 690 690 2193 20
q4nc8 210 210.7444 596 327 756 733 733 2366 20
q4nc8 220 220.011 604 331 762 741 741 2401 20
q4nc8 230 230.0445 674 368 882 814 814 2690 20
q4nc8 240 240.6393 714 389 940 856 856 2872 20
q4nc8 250 250.0066 733 401 963 879 879 2935 20
q4nc8 260 260.3986 780 424 1021 927 927 3146 20
q4nc8 270 270.4513 820 439 1049 968 968 3271 20
q4nc8 280 280.7718 866 464 1112 1014 1014 3442 20
q4nc8 290 290.1023 906 486 1164 1056 1056 3592 20
q4nc8 300 300.7358 939 506 1220 1090 1090 3726 20
q4nc8 310 310.6801 977 528 1272 1133 1133 3909 20
q4nc8 320 320.1442 1022 541 1295 1178 1178 4108 20
q4nc8 330 330.4148 1061 562 1343 1222 1222 4276 20
q4nc8 340 340.2921 1100 582 1394 1261 1261 4408 20
q4nc8 350 350.063 1151 609 1472 1313 1313 4607 20
q4nc8 360 360.7112 1181 631 1531 1346 1346 4717 20
q4nc8 370 370.0757 1232 661 1608 1398 1398 4895 20
q4nc8 380 380.1993 1283 694 1706 1451 1451 5097 20
q4nc8 390 391.0663 1325 712 1769 1497 1497 5330 20
q4nc8 400 400.5441 1365 737 1822 1543 1543 5476 20
q4nc8 410 410.1711 1408 770 1884 1587 1587 5596 20
q4nc8 420 420.0922 1435 786 1929 1615 1615 5693 20
q4nc8 430 430.0267 1498 819 2001 1685 1685 5935 20
q4nc8 -1 435.1122 1512 825 2010 1699 1699 5959 20
q5ec1 10 10.061 7 4 18 24 24 103 146
q5ec1 20 20.1874 33 17 62 61 61 260 146
q5ec1 30 30.7442 63 37 93 94 94 319 146
q5ec1 40 43.036 88 52 118 121 121 375 146
q5ec1 50 54.6566 103 62 147 137 137 438 146
q5ec1 60 61.5183 117 70 168 155 155 492 146
q5ec1 70 70.5433 143 86 195 184 184 599 146
q5ec1 80 80.0132 159 95 211 204 204 654 146
q5ec1 90 95.0951 170 100 217 223 223 710 146
q5ec1 100 104.7237 181 107 231 236 236 769 146
q5ec1 110 110.0543 193 114 247 250 250 802 146
q5ec1 120 120.6949 214 126 267 272 272 880 146
q5ec1 130 130.2797 235 138 301 295 295 966 146
q5ec1 140 140.0459 253 143 317 315 315 1045 146
q5ec1 150 151.9359 275 155 351 341 341 1145 146
q5ec1 160 160.3906 284 160 362 354 354 1196 146
q5ec1 170 170.1345 300 167 375 375 375 1279 146
q5ec1 180 180.14 325 177 399 402 402 1387 146
q5ec1 190 194.5035 346 185 411 425 425 1472 146
q5ec1 200 200.0124 353 190 416 437 437 1508 146
q5ec1 210 210.8683 366 197 436 455 455 1584 146
q5ec1 220 220.2233 380 202 454 470 470 1680 146
q5ec1 230 231.8241 401 214 470 497 497 1741 146
q5ec1 240 241.3062 411 221 479 507 507 1756 146
q5ec1 250 252.6 437 234 496 533 533 1838 146
q5ec1 260 260.0028 449 239 502 545 545 1877 146
q5ec1 270 272.3183 467 244 509 567 567 2010 146
q5ec1 280 281.6238 472 248 515 574 574 2026 146
q5ec1 290 290.5994 477 253 522 581 581 2036 146
q5ec1 300 307.8739 498 260 530 604 604 2137 146
q5ec1 310 313.5211 504 261 534 610 610 2174 146
q5ec1 320 320.028 529 273 559 636 636 2304 146
q5ec1 330 331.6717 551 285 578 658 658 2387 146
q5ec1 340 340.7707 576 298 598 686 686 2481 146
q5ec1 350 351.6633 597 305 623 708 708 2611 146
q5ec1 360 360.9221 609 313 639 723 723 2657 146
q5ec1 370 372.7354 634 325 668 750 750 2754 146
q5ec1 380 380.0127 645 331 681 767 767 2833 146
q5ec1 390 390.2498 670 347 703 794 794 2922 146
q5ec1 400 400.5891 691 355 717 815 815 2993 146
q5ec1 410 410.6658 723 372 775 849 849 3128 146
q5ec1 420 420.0168 741 379 786 869 869 3227 146
q5ec1 430 431.55 775 397 837 907 907 3428 146
q5ec1 440 440.0283 790 401 847 923 923 3490 146
q5ec1 450 450.6031 806 407 865 939 939 3550 146
q5ec1 460 462.6518 839 422 900 973 973 3681 146
q5ec1 470 470.1616 856 433 919 990 990 3765 146
q5ec1 480 482.5801 876 440 927 1010 1010 3831 146
q5ec1 490 490.2323 896 445 940 1034 1034 3927 146
q5ec1 -1 490.5501 898 447 942 1036 1036 3929 146
q5ec2 10 10.695 4 2 20 30 30 193 187
q5ec2 20 20.6291 20 8 35 57 57 276 187
q5ec2 30 30.667 37 13 44 78 78 325 187
q5ec2 40 40.5221 44 15 48 92 92 374 187
q5ec2 50 51.2698 65 23 88 123 123 565 187
q5ec2 60 60.2075 94 37 150 160 160 774 187
q5ec2 70 70.303 114 44 163 184 184 880 187
q5ec2 80 80.7708 160 67 208 239 239 1056 187
q5ec2 90 91.9302 185 74 228 269 269 1242 187
q5ec2 100 100.3788 200 81 248 285 285 1304 187
q5ec2 110 110.4084 228 92 289 315 315 1419 187
q5ec2 120 120.2299 245 98 301 338 338 1502 187
q5ec2 130 130.8294 280 112 321 380 380 1773 187
q5ec2 140 140.9437 299 124 345 402 402 1831 187
q5ec2 150 151.0919 325 138 374 431 431 1936 187
q5ec2 160 160.7856 342 146 395 454 454 2040 187
q5ec2 170 170.411 358 154 429 474 474 2203 187
q5ec2 180 180.0817 389 164 453 509 509 2351 187
q5ec2 190 190.2865 422 179 494 547 547 2490 187
q5ec2 200 205.8811 435 184 500 563 563 2528 187
q5ec2 210 210.0348 445 188 508 573 573 2557 187
q5ec2 220 220.0488 484 206 535 615 615 2694 187
q5ec2 230 230.4924 536 230 628 670 670 3010 187
q5ec2 240 240.7734 570 244 657 707 707 3238 187
q5ec2 250 250.1509 588 254 688 730 730 3353 187
q5ec2 260 261.0204 618 266 715 761 761 3490 187
q5ec2 270 270.2733 654 284 780 800 800 3780 187
q5ec2 280 280.164 705 303 810 855 855 4005 187
q5ec2 290 290.579 746 324 857 898 898 4179 187
q5ec2 300 300.0609 780 343 924 933 933 4357 187
q5ec2 310 310.5066 814 361 974 972 972 4530 187
q5ec2 320 320.4282 846 375 1015 1007 1007 4660 187
q5ec2 330 331.0128 861 383 1032 1023 1023 4702 187
q5ec2 -1 331.0128 861 383 1032 1023 1023 4702 187
q5ec3 10 11.4362 9 4 9 23 23 86 66
q5ec3 20 20.2992 28 12 24 58 58 230 66
q5ec3 30 30.6703 52 18 38 93 93 352 66
q5ec3 40 45.2443 80 31 65 126 126 452 66
q5ec3 50 50.1396 93 34 68 143 143 526 66
q5ec3 60 60.2194 104 40 78 162 162 585 66
q5ec3 70 70.2685 120 47 96 185 185 662 66
q5ec3 80 80.2421 151 57 115 223 223 805 66
q5ec3 90 90.1197 185 75 150 262 262 914 66
q5ec3 100 100.886 212 89 174 293 293 1023 66
q5ec3 110 110.6834 237 103 211 319 319 1128 66
q5ec3 120 120.1031 262 114 224 349 349 1227 66
q5ec3 130 130.196 284 125 252 376 376 1324 66
q5ec3 140 140.0988 318 143 293 417 417 1466 66
q5ec3 150 150.2124 350 162 339 456 456 1598 66
q5ec3 160 160.3558 375 176 367 484 484 1727 66
q5ec3 170 170.3557 401 185 402 512 512 1864 66
q5ec3 180 180.0582 429 195 414 545 545 1956 66
q5ec3 190 191.828 456 207 447 573 573 2054 66
q5ec3 200 200.2477 479 221 488 599 599 2163 66
q5ec3 210 210.0774 518 238 533 641 641 2329 66
q5ec3 220 220.1962 546 252 563 673 673 2423 66
q5ec3 230 230.1064 569 269 601 698 698 2493 66
q5ec3 240 240.4754 603 286 632 736 736 2598 66
q5ec3 250 250.1097 626 299 670 759 759 2675 66
q5ec3 260 260.0731 653 311 697 789 789 2810 66
q5ec3 270 270.5589 674 325 721 810 810 2864 66
q5ec3 -1 270.5589 674 325 721 810 810 2864 66
q5ec4 10 10.2734 4 2 2 20 20 99 4
q5ec4 20 20.2075 21 10 29 51 51 219 4
q5ec4 30 31.1166 32 11 30 67 67 286 4
q5ec4 40 40.224 49 21 66 98 98 432 4
q5ec4 50 50.0922 76 36 108 134 134 577 4
q5ec4 60 60.5616 115 56 153 179 179 711 4
q5ec4 70 70.1334 142 72 192 213 213 829 4
q5ec4 80 80.3557 185 94 255 258 258 1011 4
q5ec4 90 91.1117 211 103 285 285 285 1161 4
q5ec4 100 100.7625 231 114 305 309 309 1223 4
q5ec4 110 110.3673 259 126 347 342 342 1372 4
q5ec4 120 120.5105 287 139 392 379 379 1563 4
q5ec4 130 130.6291 307 147 410 407 407 1645 4
q5ec4 140 140.1417 333 160 435 435 435 1737 4
q5ec4 150 150.4512 373 180 497 484 484 1967 4
q5ec4 160 160.387 407 192 518 523 523 2105 4
q5ec4 170 170.8321 437 203 550 554 554 2249 4
q5ec4 180 180.8893 464 212 566 584 584 2346 4
q5ec4 190 193.0517 483 220 580 604 604 2402 4
q5ec4 200 200.6489 503 230 605 624 624 2475 4
q5ec4 210 210.0247 527 243 637 649 649 2558 4
q5ec4 220 220.2931 552 254 656 676 676 2653 4
q5ec4 230 230.6753 589 266 689 714 714 2844 4
q5ec4 240 241.0442 612 277 724 737 737 2939 4
q5ec4 250 250.5039 647 292 756 775 775 3073 4
q5ec4 260 260.3903 699 318 822 831 831 3315 4
q5ec4 270 270.1038 735 335 876 869 869 3467 4
q5ec4 280 280.5468 775 355 931 915 915 3673 4
q5ec4 290 290.1977 805 376 992 947 947 3827 4
q5ec4 -1 290.1977 805 376 992 947 947 3827 4
q5ec5 10 10.0252 0 0 0 3 3 20 28
q5ec5 20 23.1112 1 1 3 8 8 32 28
q5ec5 30 38.9149 8 5 39 26 26 172 28
q5ec5 40 42.0399 10 6 43 31 31 191 28
q5ec5 50 51.4515 14 8 45 36 36 202 28
q5ec5 60 63.6411 19 11 53 49 49 260 28
q5ec5 70 70.5838 25 12 55 59 59 286 28
q5ec5 80 80.3205 33 16 74 72 72 344 28
q5ec5 90 91.3988 52 29 157 102 102 540 28
q5ec5 100 100.4213 58 31 160 109 109 561 28
q5ec5 110 119.3109 58 31 160 110 110 566 28
q5ec5 120 122.7152 61 33 166 115 115 579 28
q5ec5 130 133.9606 72 41 180 130 130 620 28
q5ec5 140 150.2633 77 42 181 136 136 635 28
q5ec5 150 150.2633 78 42 181 137 137 648 28
q5ec5 160 165.277 86 47 208 150 150 701 28
q5ec5 170 173.1021 98 54 225 164 164 740 28
q5ec5 180 183.6996 101 54 225 167 167 748 28
q5ec5 190 191.0943 123 64 261 195 195 870 28
q5ec5 200 221.3576 127 65 263 200 200 878 28
q5ec5 210 221.3576 128 66 265 201 201 880 28
q5ec5 220 223.1502 129 66 265 202 202 885 28
q5ec5 230 235.5174 130 66 265 204 204 890 28
q5ec5 240 254.6772 133 66 265 209 209 909 28
q5ec5 250 254.7924 134 67 266 210 210 910 28
q5ec5 260 260.0252 139 68 267 216 216 954 28
q5ec5 -1 260.6525 145 70 271 223 223 988 28
q5ec6 10 13.6355 10 5 14 29 29 120 38
q5ec6 20 21.0348 20 7 17 51 51 175 38
q5ec6 30 30.2678 25 8 20 64 64 226 38
q5ec6 40 40.1158 39 15 38 89 89 328 38
q5ec6 50 50.0023 84 38 93 145 145 597 38
q5ec6 60 60.0227 106 48 136 173 173 739 38
q5ec6 70 73.1799 134 62 178 211 211 955 38
q5ec6 80 80.6204 167 79 226 246 246 1082 38
q5ec6 90 91.2088 177 82 235 264 264 1201 38
q5ec6 100 100.0939 197 92 256 291 291 1329 38
q5ec6 110 112.2939 235 110 289 336 336 1482 38
q5ec6 120 120.261 266 124 328 370 370 1638 38
q5ec6 130 133.315 291 134 348 400 400 1730 38
q5ec6 140 140.0435 318 144 364 434 434 1846 38
q5ec6 150 150.1259 368 164 402 485 485 2088 38
q5ec6 160 160.0549 391 173 421 514 514 2198 38
q5ec6 170 170.2368 426 187 447 552 552 2406 38
q5ec6 180 180.2816 454 197 468 588 588 2533 38
q5ec6 190 190.6153 478 205 482 614 614 2629 38
q5ec6 200 200.4533 498 213 499 637 637 2708 38
q5ec6 210 210.3617 529 223 528 671 671 2916 38
q5ec6 220 220.2313 559 235 562 702 702 3092 38
q5ec6 230 230.1099 578 241 571 724 724 3153 38
q5ec6 240 240.0412 619 260 634 769 769 3449 38
q5ec6 250 250.8552 640 270 651 791 791 3513 38
q5ec6 -1 250.8552 640 270 651 791 791 3513 38
q5ec7 10 10.3308 12 10 31 34 34 96 154
q5ec7 20 20.0516 36 22 68 67 67 223 154
q5ec7 30 30.532 58 32 84 99 99 321 154
q5ec7 40 40.0988 75 41 120 120 120 447 154
q5ec7 50 52.2431 101 49 137 153 153 568 154
q5ec7 60 60.2042 129 63 159 187 187 705 154
q5ec7 70 70.6766 155 73 192 214 214 838 154
q5ec7 80 81.6507 182 85 209 245 245 951 154
q5ec7 90 90.035 209 94 224 272 272 1054 154
q5ec7 100 101.0425 224 106 250 295 295 1125 154
q5ec7 110 110.1598 261 124 301 337 337 1303 154
q5ec7 120 121.3158 283 135 324 362 362 1398 154
q5ec7 130 130.2436 311 150 376 396 396 1583 154
q5ec7 140 140.2421 337 165 422 426 426 1690 154
q5ec7 150 150.5636 353 170 428 443 443 1750 154
q5ec7 160 160.1564 382 182 447 473 473 1854 154
q5ec7 170 171.7309 406 195 473 500 500 1955 154
q5ec7 180 180.2179 428 207 488 527 527 2023 154
q5ec7 190 190.0666 450 217 505 554 554 2110 154
